Identifier	Task start	Duration
ID1609	2022.03.27 11:40	120
ID1610	2022.03.27 11:40	120
ID1611	2022.03.27 11:40	120
ID1612	2022.03.27 12:35	120
ID1613	2022.03.27 12:35	120
ID1614	2022.03.27 12:35	120
ID1615	2022.03.27 14:00	120
ID1616	2022.03.27 14:00	120
ID1617	2022.03.27 14:00	120
ID1618	2022.03.27 14:15	120
ID1619	2022.03.27 14:15	120
ID1620	2022.03.27 14:25	120
ID1621	2022.03.27 14:25	120
ID1622	2022.03.27 14:25	120
ID1623	2022.03.27 14:55	120
ID1624	2022.03.27 14:55	120
ID1625	2022.03.27 14:55	120
ID1626	2022.03.27 16:05	120
ID1627	2022.03.27 16:05	120
ID1628	2022.03.27 16:05	120
ID1629	2022.03.27 16:10	120
ID1630	2022.03.27 16:10	120
ID1631	2022.03.27 16:40	120
ID1632	2022.03.27 17:00	120
ID1633	2022.03.27 17:00	120
ID1634	2022.03.27 18:20	40
ID1635	2022.03.27 17:25	120
ID1636	2022.03.27 17:25	120
ID1637	2022.03.27 17:25	120
ID1638	2022.03.27 17:35	120
ID1639	2022.03.27 17:35	120
ID1640	2022.03.27 17:35	120
ID1641	2022.03.27 17:35	120
ID1642	2022.03.27 17:35	120
ID1643	2022.03.27 17:50	120
ID1644	2022.03.27 17:50	120
ID1645	2022.03.27 17:50	120
ID1646	2022.03.28 03:10	120
ID1647	2022.03.28 03:10	120
ID1648	2022.03.28 03:10	120
ID1649	2022.03.28 04:05	120
ID1650	2022.03.28 04:05	120
ID1651	2022.03.28 04:05	120
ID1652	2022.03.28 04:10	120
ID1653	2022.03.28 04:10	120
ID1654	2022.03.28 04:20	120
ID1655	2022.03.28 04:20	120
ID1656	2022.03.28 04:20	120
ID1657	2022.03.28 04:35	120
ID1658	2022.03.28 04:35	120
ID1659	2022.03.28 05:05	120
ID1660	2022.03.28 05:05	120
ID1661	2022.03.28 05:05	120
ID1662	2022.03.28 05:10	120
ID1663	2022.03.28 05:10	120
ID1664	2022.03.28 05:15	120
ID1665	2022.03.28 05:15	120
ID1666	2022.03.28 05:15	120
ID1667	2022.03.28 06:25	120
ID1668	2022.03.28 06:25	120
ID1669	2022.03.28 07:30	120
ID1670	2022.03.28 08:05	120
ID1671	2022.03.28 08:05	120
ID1672	2022.03.28 09:15	120
ID1673	2022.03.28 09:15	120
ID1674	2022.03.28 09:15	120
ID1675	2022.03.28 09:25	120
ID1676	2022.03.28 09:25	120
ID1677	2022.03.28 09:25	120
ID1678	2022.03.28 09:40	120
ID1679	2022.03.28 09:40	120
ID1680	2022.03.28 09:40	120
ID1681	2022.03.28 09:45	120
ID1682	2022.03.28 09:45	120
ID1683	2022.03.28 11:05	40
ID1684	2022.03.28 10:25	120
ID1685	2022.03.28 10:25	120
ID1686	2022.03.28 10:25	120
ID1687	2022.03.28 11:40	120
ID1688	2022.03.28 11:40	120
ID1689	2022.03.28 13:00	40
ID1690	2022.03.28 13:50	120
ID1691	2022.03.28 13:50	120
ID1692	2022.03.28 14:00	120
ID1693	2022.03.28 14:00	120
ID1694	2022.03.28 15:20	40
ID1695	2022.03.28 14:15	120
ID1696	2022.03.28 14:15	120
ID1697	2022.03.28 14:20	120
ID1698	2022.03.28 14:20	120
ID1699	2022.03.28 14:20	120
ID1700	2022.03.28 14:55	120
ID1701	2022.03.28 14:55	120
ID1702	2022.03.28 14:55	120
ID1703	2022.03.28 15:25	120
ID1704	2022.03.28 15:25	120
ID1705	2022.03.28 15:25	120
ID1706	2022.03.28 16:05	120
ID1707	2022.03.28 16:05	120
ID1708	2022.03.28 16:05	120
ID1709	2022.03.28 17:00	120
ID1710	2022.03.28 17:00	120
ID1711	2022.03.28 18:20	40
ID1712	2022.03.28 17:35	120
ID1713	2022.03.28 17:35	120
ID1714	2022.03.28 17:50	120
ID1715	2022.03.28 17:50	120
ID1716	2022.03.28 17:50	120
ID1717	2022.03.29 03:10	120
ID1718	2022.03.29 03:10	120
ID1719	2022.03.29 03:10	120
ID1720	2022.03.29 04:05	120
ID1721	2022.03.29 04:05	120
ID1722	2022.03.29 04:05	120
ID1723	2022.03.29 04:05	120
ID1724	2022.03.29 04:05	120
ID1725	2022.03.29 04:10	120
ID1726	2022.03.29 04:10	120
ID1727	2022.03.29 04:10	120
ID1728	2022.03.29 04:35	120
ID1729	2022.03.29 04:35	120
ID1730	2022.03.29 05:05	120
ID1731	2022.03.29 05:05	120
ID1732	2022.03.29 05:05	120
ID1733	2022.03.29 06:25	120
ID1734	2022.03.29 06:25	120
ID1735	2022.03.29 09:15	120
ID1736	2022.03.29 09:15	120
ID1737	2022.03.29 09:15	120
ID1738	2022.03.29 09:40	120
ID1739	2022.03.29 09:40	120
ID1740	2022.03.29 09:40	120
ID1741	2022.03.29 09:45	120
ID1742	2022.03.29 09:45	120
ID1743	2022.03.29 11:05	40
ID1744	2022.03.29 10:10	120
ID1745	2022.03.29 10:10	120
ID1746	2022.03.29 10:10	120
ID1747	2022.03.29 10:50	120
ID1748	2022.03.29 10:50	120
ID1749	2022.03.29 10:50	120
ID1750	2022.03.29 11:40	120
ID1751	2022.03.29 11:40	120
ID1752	2022.03.29 13:00	40
ID1753	2022.03.29 12:35	120
ID1754	2022.03.29 12:35	120
ID1755	2022.03.29 12:35	120
ID1756	2022.03.29 13:30	120
ID1757	2022.03.29 13:30	120
ID1758	2022.03.29 13:30	120
ID1759	2022.03.29 14:05	120
ID1760	2022.03.29 14:05	120
ID1761	2022.03.29 14:05	120
ID1762	2022.03.29 14:15	120
ID1763	2022.03.29 14:15	120
ID1764	2022.03.29 14:55	120
ID1765	2022.03.29 14:55	120
ID1766	2022.03.29 16:15	40
ID1767	2022.03.29 16:05	120
ID1768	2022.03.29 16:05	120
ID1769	2022.03.29 16:05	120
ID1770	2022.03.29 16:10	120
ID1771	2022.03.29 16:10	120
ID1772	2022.03.29 16:10	120
ID1773	2022.03.29 16:40	120
ID1774	2022.03.29 17:00	120
ID1775	2022.03.29 17:00	120
ID1776	2022.03.29 18:20	40
ID1777	2022.03.29 17:25	120
ID1778	2022.03.29 17:25	120
ID1779	2022.03.29 17:25	120
ID1780	2022.03.29 17:35	120
ID1781	2022.03.29 17:35	120
ID1782	2022.03.29 17:50	120
ID1783	2022.03.29 17:50	120
ID1784	2022.03.29 17:50	120
ID1785	2022.03.29 18:45	120
ID1786	2022.03.29 18:45	120
ID1787	2022.03.29 18:45	120
ID1788	2022.03.30 03:10	120
ID1789	2022.03.30 03:10	120
ID1790	2022.03.30 03:10	120
ID1791	2022.03.30 04:05	120
ID1792	2022.03.30 04:05	120
ID1793	2022.03.30 04:05	120
ID1794	2022.03.30 04:10	120
ID1795	2022.03.30 04:10	120
ID1796	2022.03.30 04:20	120
ID1797	2022.03.30 04:20	120
ID1798	2022.03.30 04:20	120
ID1799	2022.03.30 04:35	120
ID1800	2022.03.30 04:35	120
ID1801	2022.03.30 05:05	120
ID1802	2022.03.30 05:05	120
ID1803	2022.03.30 05:05	120
ID1804	2022.03.30 05:10	120
ID1805	2022.03.30 05:10	120
ID1806	2022.03.30 05:15	120
ID1807	2022.03.30 05:15	120
ID1808	2022.03.30 05:15	120
ID1809	2022.03.30 05:20	120
ID1810	2022.03.30 05:20	120
ID1811	2022.03.30 05:20	120
ID1812	2022.03.30 06:25	120
ID1813	2022.03.30 06:25	120
ID1814	2022.03.30 07:30	120
ID1815	2022.03.30 08:05	120
ID1816	2022.03.30 08:05	120
ID1817	2022.03.30 09:15	120
ID1818	2022.03.30 09:15	120
ID1819	2022.03.30 09:15	120
ID1820	2022.03.30 09:25	120
ID1821	2022.03.30 09:25	120
ID1822	2022.03.30 09:25	120
ID1823	2022.03.30 09:40	120
ID1824	2022.03.30 09:40	120
ID1825	2022.03.30 09:40	120
ID1826	2022.03.30 09:45	120
ID1827	2022.03.30 09:45	120
ID1828	2022.03.30 09:45	120
ID1829	2022.03.30 10:25	120
ID1830	2022.03.30 10:25	120
ID1831	2022.03.30 10:25	120
ID1832	2022.03.30 10:45	120
ID1833	2022.03.30 10:45	120
ID1834	2022.03.30 10:45	120
ID1835	2022.03.30 11:40	120
ID1836	2022.03.30 11:40	120
ID1837	2022.03.30 13:00	40
ID1838	2022.03.30 13:30	120
ID1839	2022.03.30 13:30	120
ID1840	2022.03.30 14:15	120
ID1841	2022.03.30 14:15	120
ID1842	2022.03.30 15:35	40
ID1843	2022.03.30 14:20	120
ID1844	2022.03.30 14:20	120
ID1845	2022.03.30 14:55	120
ID1846	2022.03.30 14:55	120
ID1847	2022.03.30 14:55	120
ID1848	2022.03.30 16:05	120
ID1849	2022.03.30 16:05	120
ID1850	2022.03.30 16:05	120
ID1851	2022.03.30 16:25	120
ID1852	2022.03.30 16:25	120
ID1853	2022.03.30 16:25	120
ID1854	2022.03.30 17:00	120
ID1855	2022.03.30 17:00	120
ID1856	2022.03.30 18:20	40
ID1857	2022.03.30 17:35	120
ID1858	2022.03.30 17:35	120
ID1859	2022.03.30 17:50	120
ID1860	2022.03.30 17:50	120
ID1861	2022.03.30 17:50	120
ID1862	2022.03.31 03:10	120
ID1863	2022.03.31 03:10	120
ID1864	2022.03.31 03:10	120
ID1865	2022.03.31 04:05	120
ID1866	2022.03.31 04:05	120
ID1867	2022.03.31 04:05	120
ID1868	2022.03.31 04:05	120
ID1869	2022.03.31 04:05	120
ID1870	2022.03.31 04:25	120
ID1871	2022.03.31 04:25	120
ID1872	2022.03.31 04:25	120
ID1873	2022.03.31 04:35	120
ID1874	2022.03.31 04:35	120
ID1875	2022.03.31 05:05	120
ID1876	2022.03.31 05:05	120
ID1877	2022.03.31 05:05	120
ID1878	2022.03.31 05:10	120
ID1879	2022.03.31 05:10	120
ID1880	2022.03.31 05:10	120
ID1881	2022.03.31 05:10	120
ID1882	2022.03.31 05:10	120
ID1883	2022.03.31 05:10	120
ID1884	2022.03.31 06:25	120
ID1885	2022.03.31 06:25	120
ID1886	2022.03.31 06:25	120
ID1887	2022.03.31 08:05	120
ID1888	2022.03.31 08:05	120
ID1889	2022.03.31 08:05	120
ID1890	2022.03.31 09:15	120
ID1891	2022.03.31 09:15	120
ID1892	2022.03.31 09:15	120
ID1893	2022.03.31 09:25	120
ID1894	2022.03.31 09:25	120
ID1895	2022.03.31 09:25	120
ID1896	2022.03.31 09:45	120
ID1897	2022.03.31 09:45	120
ID1898	2022.03.31 09:45	120
ID1899	2022.03.31 11:40	120
ID1900	2022.03.31 11:40	120
ID1901	2022.03.31 13:00	40
ID1902	2022.03.31 12:35	120
ID1903	2022.03.31 12:35	120
ID1904	2022.03.31 12:35	120
ID1905	2022.03.31 13:30	120
ID1906	2022.03.31 13:30	120
ID1907	2022.03.31 14:50	40
ID1908	2022.03.31 14:15	120
ID1909	2022.03.31 14:15	120
ID1910	2022.03.31 14:25	120
ID1911	2022.03.31 14:25	120
ID1912	2022.03.31 14:55	120
ID1913	2022.03.31 14:55	120
ID1914	2022.03.31 14:55	120
ID1915	2022.03.31 16:05	120
ID1916	2022.03.31 16:05	120
ID1917	2022.03.31 16:05	120
ID1918	2022.03.31 16:10	120
ID1919	2022.03.31 16:10	120
ID1920	2022.03.31 16:10	120
ID1921	2022.03.31 17:00	120
ID1922	2022.03.31 17:00	120
ID1923	2022.03.31 18:20	40
ID1924	2022.03.31 17:25	120
ID1925	2022.03.31 17:25	120
ID1926	2022.03.31 17:35	120
ID1927	2022.03.31 17:35	120
ID1928	2022.03.31 17:35	120
ID1929	2022.03.31 17:35	120
ID1930	2022.03.31 17:35	120
ID1931	2022.03.31 17:50	120
ID1932	2022.03.31 17:50	120
ID1933	2022.03.31 17:50	120
ID1934	2022.03.31 18:40	120
ID1935	2022.03.31 19:55	120
ID1936	2022.03.31 19:55	120
ID1937	2022.03.31 19:55	120
